predicted_label|	stack|	buffer|	dependencies|	sentence
LEFTARC#k2|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k2')]|	ROOT mUta wIsukoVni gudiki cerAdu
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'k2')]|	ROOT mUta wIsukoVni gudiki cerAdu
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'k2'), (4, 2, 'vmod')]|	ROOT mUta wIsukoVni gudiki cerAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6]|	[]|	ROOT wana cItIlo BayaM NULL ani rAsi
LEFTARC#r6|	[0, 1, 2]|	[3, 4, 5, 6]|	[]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0, 2]|	[3, 4, 5, 6]|	[(2, 1, 'r6')]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0, 2, 3]|	[4, 5, 6]|	[(2, 1, 'r6')]|	ROOT wana cItIlo BayaM NULL ani rAsi
LEFTARC#k1|	[0, 2, 3, 4]|	[5, 6]|	[(2, 1, 'r6')]|	ROOT wana cItIlo BayaM NULL ani rAsi
LEFTARC#k7p|	[0, 2, 4]|	[5, 6]|	[(2, 1, 'r6'), (4, 3, 'k1')]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0, 4]|	[5, 6]|	[(2, 1, 'r6'), (4, 3, 'k1'), (4, 2, 'k7p')]|	ROOT wana cItIlo BayaM NULL ani rAsi
LEFTARC#ccof|	[0, 4, 5]|	[6]|	[(2, 1, 'r6'), (4, 3, 'k1'), (4, 2, 'k7p')]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0, 5]|	[6]|	[(2, 1, 'r6'), (4, 3, 'k1'), (4, 2, 'k7p'), (5, 4, 'ccof')]|	ROOT wana cItIlo BayaM NULL ani rAsi
LEFTARC#k2|	[0, 5, 6]|	[]|	[(2, 1, 'r6'), (4, 3, 'k1'), (4, 2, 'k7p'), (5, 4, 'ccof')]|	ROOT wana cItIlo BayaM NULL ani rAsi
RIGHTARC#root|	[0, 6]|	[]|	[(2, 1, 'r6'), (4, 3, 'k1'), (4, 2, 'k7p'), (5, 4, 'ccof'), (6, 5, 'k2')]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 2]|	[3, 4, 5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 2, 3]|	[4, 5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#k7p|	[0, 1, 2, 3, 4]|	[5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#k2|	[0, 1, 2, 4]|	[5, 6, 7, 8]|	[(4, 3, 'k7p')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 4]|	[5, 6, 7, 8]|	[(4, 3, 'k7p'), (4, 2, 'k2')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#ccof|	[0, 1, 4, 5]|	[6, 7, 8]|	[(4, 3, 'k7p'), (4, 2, 'k2')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 5]|	[6, 7, 8]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 5, 6]|	[7, 8]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0, 1, 5, 6, 7]|	[8]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#k1|	[0, 1, 5, 6, 7, 8]|	[]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#k4|	[0, 1, 5, 6, 8]|	[]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof'), (8, 7, 'k1')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#k2|	[0, 1, 5, 8]|	[]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof'), (8, 7, 'k1'), (8, 6, 'k4')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
LEFTARC#rh|	[0, 1, 8]|	[]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof'), (8, 7, 'k1'), (8, 6, 'k4'), (8, 5, 'k2')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
RIGHTARC#root|	[0, 8]|	[]|	[(4, 3, 'k7p'), (4, 2, 'k2'), (5, 4, 'ccof'), (8, 7, 'k1'), (8, 6, 'k4'), (8, 5, 'k2'), (8, 1, 'rh')]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT raMgadu wana mUta cUSAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT raMgadu wana mUta cUSAdu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT raMgadu wana mUta cUSAdu
LEFTARC#r6|	[0, 1, 2, 3]|	[4]|	[]|	ROOT raMgadu wana mUta cUSAdu
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'r6')]|	ROOT raMgadu wana mUta cUSAdu
LEFTARC#k2|	[0, 1, 3, 4]|	[]|	[(3, 2, 'r6')]|	ROOT raMgadu wana mUta cUSAdu
LEFTARC#k1|	[0, 1, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2')]|	ROOT raMgadu wana mUta cUSAdu
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2'), (4, 1, 'k1')]|	ROOT raMgadu wana mUta cUSAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT lopala rAlYlu agupiMcAyi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT lopala rAlYlu agupiMcAyi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT lopala rAlYlu agupiMcAyi
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT lopala rAlYlu agupiMcAyi
LEFTARC#k7p|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT lopala rAlYlu agupiMcAyi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k7p')]|	ROOT lopala rAlYlu agupiMcAyi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT nagalu levu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT nagalu levu
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT nagalu levu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT nagalu levu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
LEFTARC#k4|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
LEFTARC#k2|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k4')]|	ROOT jebulo cIti gopAlaMku iccAdu
LEFTARC#k7p|	[0, 1, 4]|	[]|	[(4, 3, 'k4'), (4, 2, 'k2')]|	ROOT jebulo cIti gopAlaMku iccAdu
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k4'), (4, 2, 'k2'), (4, 1, 'k7p')]|	ROOT jebulo cIti gopAlaMku iccAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM caxivAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT gopAlaM caxivAdu
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT gopAlaM caxivAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT gopAlaM caxivAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT BayaM NULL ane rAsi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT BayaM NULL ane rAsi
LEFTARC#k1|	[0, 1, 2]|	[3, 4]|	[]|	ROOT BayaM NULL ane rAsi
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k1')]|	ROOT BayaM NULL ane rAsi
LEFTARC#ccof|	[0, 2, 3]|	[4]|	[(2, 1, 'k1')]|	ROOT BayaM NULL ane rAsi
SHIFT|	[0, 3]|	[4]|	[(2, 1, 'k1'), (3, 2, 'ccof')]|	ROOT BayaM NULL ane rAsi
LEFTARC#k2|	[0, 3, 4]|	[]|	[(2, 1, 'k1'), (3, 2, 'ccof')]|	ROOT BayaM NULL ane rAsi
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k1'), (3, 2, 'ccof'), (4, 3, 'k2')]|	ROOT BayaM NULL ane rAsi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT raMgadu cesexi Uru cerAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT raMgadu cesexi Uru cerAdu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT raMgadu cesexi Uru cerAdu
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT raMgadu cesexi Uru cerAdu
LEFTARC#k2|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT raMgadu cesexi Uru cerAdu
LEFTARC#vmod|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k2')]|	ROOT raMgadu cesexi Uru cerAdu
LEFTARC#k1|	[0, 1, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'vmod')]|	ROOT raMgadu cesexi Uru cerAdu
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'vmod'), (4, 1, 'k1')]|	ROOT raMgadu cesexi Uru cerAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0, 1]|	[2, 3, 4, 5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0, 1, 2]|	[3, 4, 5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0, 1, 2, 3]|	[4, 5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
LEFTARC#r6|	[0, 1, 2, 3, 4]|	[5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0, 1, 2, 4]|	[5]|	[(4, 3, 'r6')]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
LEFTARC#k4|	[0, 1, 2, 4, 5]|	[]|	[(4, 3, 'r6')]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
LEFTARC#k2|	[0, 1, 2, 5]|	[]|	[(4, 3, 'r6'), (5, 4, 'k4')]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
LEFTARC#k1|	[0, 1, 5]|	[]|	[(4, 3, 'r6'), (5, 4, 'k4'), (5, 2, 'k2')]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
RIGHTARC#root|	[0, 5]|	[]|	[(4, 3, 'r6'), (5, 4, 'k4'), (5, 2, 'k2'), (5, 1, 'k1')]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gopAlaM paMxeVM geVlicAdu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT gopAlaM paMxeVM geVlicAdu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT gopAlaM paMxeVM geVlicAdu
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT gopAlaM paMxeVM geVlicAdu
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT gopAlaM paMxeVM geVlicAdu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k1')]|	ROOT gopAlaM paMxeVM geVlicAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
LEFTARC#r6|	[0, 1, 2]|	[3, 4]|	[]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'r6')]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'r6')]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
LEFTARC#k2|	[0, 2, 3, 4]|	[]|	[(2, 1, 'r6')]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
LEFTARC#k1|	[0, 2, 4]|	[]|	[(2, 1, 'r6'), (4, 3, 'k2')]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'r6'), (4, 3, 'k2'), (4, 2, 'k1')]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7]|	[]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 1, 2]|	[3, 4, 5, 6, 7]|	[]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
LEFTARC#k5|	[0, 1, 2, 3]|	[4, 5, 6, 7]|	[]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
LEFTARC#k2|	[0, 1, 3]|	[4, 5, 6, 7]|	[(3, 2, 'k5')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 3]|	[4, 5, 6, 7]|	[(3, 2, 'k5'), (3, 1, 'k2')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
LEFTARC#ccof|	[0, 3, 4]|	[5, 6, 7]|	[(3, 2, 'k5'), (3, 1, 'k2')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 4]|	[5, 6, 7]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 4, 5]|	[6, 7]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
LEFTARC#k4|	[0, 4, 5, 6]|	[7]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
LEFTARC#k2|	[0, 4, 6]|	[7]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof'), (6, 5, 'k4')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0, 6]|	[7]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof'), (6, 5, 'k4'), (6, 4, 'k2')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
RIGHTARC#k1|	[0, 6, 7]|	[]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof'), (6, 5, 'k4'), (6, 4, 'k2')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
RIGHTARC#root|	[0, 6]|	[]|	[(3, 2, 'k5'), (3, 1, 'k2'), (4, 3, 'ccof'), (6, 5, 'k4'), (6, 4, 'k2'), (6, 7, 'k1')]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rAmulu oVppukunnAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT rAmulu oVppukunnAdu
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT rAmulu oVppukunnAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT rAmulu oVppukunnAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMwo rama peVlYli ceSAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT gopAlaMwo rama peVlYli ceSAdu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT gopAlaMwo rama peVlYli ceSAdu
LEFTARC#r6|	[0, 1, 2, 3]|	[4]|	[]|	ROOT gopAlaMwo rama peVlYli ceSAdu
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'r6')]|	ROOT gopAlaMwo rama peVlYli ceSAdu
LEFTARC#k2|	[0, 1, 3, 4]|	[]|	[(3, 2, 'r6')]|	ROOT gopAlaMwo rama peVlYli ceSAdu
LEFTARC#ras|	[0, 1, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2')]|	ROOT gopAlaMwo rama peVlYli ceSAdu
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2'), (4, 1, 'ras')]|	ROOT gopAlaMwo rama peVlYli ceSAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
LEFTARC#k2|	[0, 1, 2, 3]|	[4]|	[]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'k2')]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
LEFTARC#vmod|	[0, 1, 3, 4]|	[]|	[(3, 2, 'k2')]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
LEFTARC#k1|	[0, 1, 4]|	[]|	[(3, 2, 'k2'), (4, 3, 'vmod')]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'k2'), (4, 3, 'vmod'), (4, 1, 'k1')]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT pani cUsuko
SHIFT|	[0, 1]|	[2]|	[]|	ROOT pani cUsuko
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT pani cUsuko
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT pani cUsuko
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT meM powe eVlA bawukuwAvu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT meM powe eVlA bawukuwAvu
LEFTARC#k1|	[0, 1, 2]|	[3, 4]|	[]|	ROOT meM powe eVlA bawukuwAvu
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k1')]|	ROOT meM powe eVlA bawukuwAvu
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'k1')]|	ROOT meM powe eVlA bawukuwAvu
LEFTARC#adv|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k1')]|	ROOT meM powe eVlA bawukuwAvu
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'adv')]|	ROOT meM powe eVlA bawukuwAvu
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'adv'), (4, 2, 'vmod')]|	ROOT meM powe eVlA bawukuwAvu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT ani maMxaliMcAru
SHIFT|	[0, 1]|	[2]|	[]|	ROOT ani maMxaliMcAru
RIGHTARC#ccof|	[0, 1, 2]|	[]|	[]|	ROOT ani maMxaliMcAru
RIGHTARC#root|	[0, 1]|	[]|	[(1, 2, 'ccof')]|	ROOT ani maMxaliMcAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM aligAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT gopAlaM aligAdu
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT gopAlaM aligAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT gopAlaM aligAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT roRaM vacciMxi
SHIFT|	[0, 1]|	[2]|	[]|	ROOT roRaM vacciMxi
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT roRaM vacciMxi
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT roRaM vacciMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pani bAgA wirigAdu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT pani bAgA wirigAdu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT pani bAgA wirigAdu
LEFTARC#adv|	[0, 1, 2, 3]|	[]|	[]|	ROOT pani bAgA wirigAdu
LEFTARC#rt|	[0, 1, 3]|	[]|	[(3, 2, 'adv')]|	ROOT pani bAgA wirigAdu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'adv'), (3, 1, 'rt')]|	ROOT pani bAgA wirigAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT civaraku cota pani xoVrikiMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT civaraku cota pani xoVrikiMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT civaraku cota pani xoVrikiMxi
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT civaraku cota pani xoVrikiMxi
LEFTARC#k2|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT civaraku cota pani xoVrikiMxi
LEFTARC#k7p|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k2')]|	ROOT civaraku cota pani xoVrikiMxi
LEFTARC#sent-adv|	[0, 1, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'k7p')]|	ROOT civaraku cota pani xoVrikiMxi
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'k7p'), (4, 1, 'sent-adv')]|	ROOT civaraku cota pani xoVrikiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT somulu saMwoRiMcAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT somulu saMwoRiMcAdu
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT somulu saMwoRiMcAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT somulu saMwoRiMcAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6]|	[]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
LEFTARC#k1|	[0, 1, 2]|	[3, 4, 5, 6]|	[]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0, 2]|	[3, 4, 5, 6]|	[(2, 1, 'k1')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0, 2, 3]|	[4, 5, 6]|	[(2, 1, 'k1')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0, 2, 3, 4]|	[5, 6]|	[(2, 1, 'k1')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
LEFTARC#k1|	[0, 2, 3, 4, 5]|	[6]|	[(2, 1, 'k1')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
LEFTARC#ras|	[0, 2, 3, 5]|	[6]|	[(2, 1, 'k1'), (5, 4, 'k1')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0, 2, 5]|	[6]|	[(2, 1, 'k1'), (5, 4, 'k1'), (5, 3, 'ras')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
LEFTARC#ccof|	[0, 2, 5, 6]|	[]|	[(2, 1, 'k1'), (5, 4, 'k1'), (5, 3, 'ras')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
LEFTARC#ccof|	[0, 2, 6]|	[]|	[(2, 1, 'k1'), (5, 4, 'k1'), (5, 3, 'ras'), (6, 5, 'ccof')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
RIGHTARC#root|	[0, 6]|	[]|	[(2, 1, 'k1'), (5, 4, 'k1'), (5, 3, 'ras'), (6, 5, 'ccof'), (6, 2, 'ccof')]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
LEFTARC#pof|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
LEFTARC#k1|	[0, 1, 2, 4]|	[]|	[(4, 3, 'pof')]|	ROOT gopAlaMku pani alavAtu ayiMxi
LEFTARC#k4a|	[0, 1, 4]|	[]|	[(4, 3, 'pof'), (4, 2, 'k1')]|	ROOT gopAlaMku pani alavAtu ayiMxi
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'pof'), (4, 2, 'k1'), (4, 1, 'k4a')]|	ROOT gopAlaMku pani alavAtu ayiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT bAgA saMpAxiMcAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT bAgA saMpAxiMcAdu
